,job_satisfaction,is_male,age,ten,fulltime,training,survey,talks,goals,trust_time,wages_above_avg,tarif,prp,prp_team
14737,5.0,1.0,32.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14738,2.0,0.0,42.0,3.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14739,6.0,0.0,42.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14740,7.0,1.0,62.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14741,4.0,1.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14742,5.0,1.0,32.0,13.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14743,7.0,0.0,57.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14744,6.0,0.0,27.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14745,6.0,0.0,27.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14746,6.0,,47.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14747,1.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14748,5.0,1.0,57.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14749,5.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14750,5.0,0.0,52.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14751,4.0,1.0,42.0,18.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14752,6.0,0.0,32.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14753,3.0,0.0,27.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14754,5.0,0.0,32.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14755,6.0,0.0,27.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14756,5.0,1.0,32.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14757,6.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14758,6.0,0.0,32.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14759,6.0,1.0,47.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14760,6.0,0.0,47.0,13.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14761,5.0,1.0,62.0,13.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14762,6.0,0.0,52.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14763,6.0,0.0,52.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14764,6.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14765,4.0,1.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14766,6.0,0.0,47.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14767,5.0,0.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14768,2.0,1.0,52.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14769,5.0,0.0,47.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14770,5.0,1.0,47.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14771,5.0,0.0,32.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14772,4.0,1.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14773,4.0,0.0,32.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14774,5.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14775,6.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14776,5.0,0.0,52.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14777,3.0,1.0,37.0,13.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14778,3.0,0.0,47.0,8.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14779,6.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14780,5.0,0.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14781,5.0,1.0,47.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14782,6.0,0.0,47.0,13.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14783,5.0,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14784,4.0,1.0,27.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14785,6.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14786,7.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14787,3.0,1.0,47.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14788,2.0,0.0,47.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14789,5.0,0.0,32.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14790,,0.0,57.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14791,5.0,0.0,37.0,3.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14792,,1.0,62.0,21.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14793,5.0,0.0,42.0,18.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14794,6.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14795,5.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14796,6.0,0.0,57.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14797,6.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14798,7.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14799,5.0,0.0,32.0,13.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14800,2.0,,42.0,8.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
14801,6.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14802,5.0,0.0,42.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14803,5.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14804,5.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14805,6.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14806,5.0,1.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14807,5.0,0.0,42.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14808,5.0,0.0,42.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14809,5.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14810,7.0,0.0,52.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14811,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14812,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14813,4.0,0.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14814,6.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14815,6.0,0.0,57.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14816,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14817,,0.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14818,4.0,1.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14819,7.0,0.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14820,6.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14821,3.0,1.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14822,5.0,0.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14823,6.0,0.0,57.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14824,6.0,0.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14825,6.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14826,6.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14827,6.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14828,3.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14829,5.0,0.0,52.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14830,5.0,0.0,57.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14831,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14832,5.0,0.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14833,5.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14834,3.0,0.0,37.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14835,3.0,0.0,62.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14836,5.0,1.0,22.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14837,6.0,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14838,3.0,0.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14839,6.0,1.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14840,5.0,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14841,4.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14842,5.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14843,5.0,0.0,32.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14844,4.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14845,5.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14846,6.0,0.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14847,6.0,1.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14848,5.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14849,2.0,1.0,47.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14850,6.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14851,5.0,0.0,52.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14852,6.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14853,5.0,1.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14854,6.0,1.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14855,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14856,6.0,0.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14857,6.0,1.0,32.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14858,5.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14859,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14860,5.0,1.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14861,,0.0,27.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14862,5.0,0.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14863,5.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14864,5.0,1.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14865,5.0,1.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14866,5.0,0.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14867,5.0,0.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14868,5.0,1.0,57.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14869,5.0,1.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14870,5.0,0.0,42.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14871,3.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14872,5.0,0.0,32.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14873,5.0,0.0,42.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14874,6.0,0.0,42.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14875,5.0,1.0,32.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14876,6.0,0.0,52.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14877,5.0,0.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14878,5.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14879,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14880,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14881,6.0,0.0,52.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14882,6.0,0.0,37.0,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14883,6.0,1.0,47.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14884,5.0,0.0,37.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14885,5.0,0.0,42.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14886,6.0,1.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14887,5.0,0.0,47.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14888,6.0,1.0,27.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14889,7.0,1.0,47.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14890,5.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14891,3.0,0.0,57.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14892,7.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14893,5.0,0.0,37.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14894,3.0,0.0,47.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14895,7.0,0.0,47.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14896,6.0,1.0,47.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14897,4.0,1.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14898,6.0,0.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14899,5.0,0.0,47.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14900,4.0,1.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14901,6.0,0.0,37.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14902,4.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14903,3.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14904,,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14905,6.0,1.0,52.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14906,5.0,1.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14907,2.0,0.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14908,5.0,0.0,,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14909,5.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14910,5.0,1.0,42.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14911,6.0,0.0,37.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14912,5.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14913,5.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14914,5.0,0.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14915,,0.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14916,,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14917,6.0,1.0,52.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14918,,1.0,52.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14919,6.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14920,5.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14921,5.0,0.0,62.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14922,4.0,1.0,62.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14923,6.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14924,6.0,1.0,65.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14925,1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14926,1.0,,62.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14927,5.0,1.0,47.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14928,,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14929,5.0,0.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14930,5.0,0.0,47.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14931,7.0,1.0,37.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14932,4.0,0.0,37.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14933,5.0,1.0,52.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14934,5.0,0.0,27.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14935,5.0,0.0,52.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14936,,1.0,62.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14937,2.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14938,5.0,0.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14939,,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14940,6.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14941,,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14942,6.0,0.0,27.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14943,5.0,0.0,37.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14944,5.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14945,2.0,1.0,62.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14946,6.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14947,7.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14948,4.0,1.0,57.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14949,6.0,1.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14950,5.0,0.0,47.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14951,4.0,,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14952,5.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14953,5.0,1.0,37.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14954,5.0,1.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14955,3.0,1.0,22.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14956,6.0,1.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14957,5.0,1.0,37.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14958,7.0,0.0,47.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14959,4.0,1.0,62.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14960,6.0,0.0,42.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14961,5.0,1.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14962,6.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14963,6.0,1.0,47.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14964,5.0,1.0,52.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14965,5.0,0.0,27.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14966,6.0,1.0,47.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14967,6.0,1.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14968,6.0,1.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14969,5.0,0.0,47.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14970,5.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14971,5.0,1.0,52.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
14972,5.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
